claim_id,bangla_claim,gold_evidence_ids,top1_evidence_id,top10_evidence_ids
C0678,"নবীজি (সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম) বলেছেন, একজন ব্যক্তি তাঁর কাছে নামাজের সময় সম্পর্কে জানতে চেয়েছিলেন। তিনি তাঁকে দুই দিন ধরে নামাজের সময় দেখিয়ে দিয়েছিলেন এবং বলেছিলেন যে, তোমাদের নামাজের সময় এই সময়ের মধ্যে।","['muslim_1391', 'muslim_1393', 'muslim_1392', 'muslim_1388', 'muslim_1446']",muslim_1740,"['muslim_1740', 'bukhari_6145', 'bukhari_6505', 'muslim_6970', 'muslim_2043', 'bukhari_1073', 'muslim_471', 'bukhari_241', 'bukhari_3994', 'bukhari_5424']"
C0679,"আমি শুনেছি যে, তিনি বলেছেন যে, তিনি কখনোই পাথরটি স্পর্শ করা থেকে বিরত হননি, সুখ-দুঃখের যেকোনো অবস্থাতেই, যেহেতু তিনি রাসূলুল্লাহ (সা.)-কে এটি স্পর্শ করতে দেখেছিলেন।","['muslim_3064', 'bukhari_1606', 'bukhari_1611', 'muslim_3065', 'muslim_3242']",bukhari_1073,"['bukhari_1073', 'muslim_6970', 'muslim_495', 'muslim_5796', 'muslim_5979', 'bukhari_6997', 'muslim_1371', 'muslim_5428', 'muslim_6162', 'muslim_3265']"
C0682,নবী মুহাম্মদ (সা.) এর সাথে কিছুদিন যুদ্ধের সময় শুধু তালহা এবং সাদ ছিলেন।,"['muslim_6242', 'bukhari_3722', 'bukhari_3723', 'bukhari_4060', 'bukhari_4061']",muslim_495,"['muslim_495', 'muslim_6970', 'muslim_575', 'muslim_6531', 'bukhari_1073', 'bukhari_6505', 'muslim_3834', 'muslim_5979', 'bukhari_284', 'bukhari_5406']"
C0684,"আমরা শুনেছি যে উমর (রা) সালাতের ব্যাপারে সন্দেহ প্রকাশ করেছিলেন। তিনি বলেছিলেন, আমি প্রথম দুই রাকআতে দীর্ঘ করবো এবং শেষের দুই রাকআতে সংক্ষিপ্ত করবো, তবে আমি রাসূলুল্লাহ (সা) এর সালাতের অনুসরণে কোনো কমতি রাখবো না।","['muslim_1018', 'bukhari_770', 'muslim_1016', 'bukhari_758', 'muslim_1562']",muslim_495,"['muslim_495', 'bukhari_6056', 'muslim_6970', 'muslim_3514', 'muslim_2410', 'bukhari_5257', 'muslim_3265', 'muslim_5848', 'muslim_6162', 'bukhari_6791']"
C0688,"আমি শুনেছি, রাসূলুল্লাহ (সা.) বলেছেন যে, পৃথিবীতে প্রথম যে মসজিদ নির্মিত হয় তা হলো মসজিদুল হারাম, এবং তার পরেরটি হলো মসজিদুল আকসা। তিনি আরও বলেছেন যে, এই দুই মসজিদের মধ্যে সময়ের ব্যবধান ছিল চল্লিশ বছর।","['muslim_1161', 'bukhari_3366', 'muslim_1162', 'bukhari_3425', 'muslim_3387']",bukhari_297,"['bukhari_297', 'muslim_434', 'muslim_483', 'muslim_3834', 'bukhari_823', 'bukhari_5257', 'bukhari_284', 'muslim_6746', 'bukhari_342', 'bukhari_3322']"
C0690,"আমার এক বন্ধু বললেন, নবী মুহাম্মদ (সা.) বলেছেন যে, একজন মুসলিম নারীর জন্য তার স্বামী মারা গেলে তিন দিনের বেশি শোক পালন করা ঠিক নয়, তবে স্বামী মারা গেলে চার মাস এবং দশ দিন শোক পালন করা যায়।","['muslim_3728', 'muslim_3725', 'muslim_3726', 'muslim_3727', 'bukhari_1281']",bukhari_4805,"['bukhari_4805', 'bukhari_5984', 'bukhari_1740', 'bukhari_6505', 'bukhari_1162', 'bukhari_1073', 'bukhari_6798', 'bukhari_5406', 'bukhari_6900', 'bukhari_5032.2']"
C0691,আমি শুনেছি যে রাসূলুল্লাহ (সা.) তাঁর মাথায় পানি ঢেলে তিনবার মুছে নিতেন।,"['muslim_5379', 'muslim_5137', 'muslim_5103', 'muslim_944', 'muslim_378']",muslim_6970,"['muslim_6970', 'muslim_6162', 'muslim_471', 'muslim_6429', 'muslim_6136', 'muslim_495', 'muslim_208', 'muslim_7130', 'bukhari_6791', 'muslim_4866']"
C0693,মুহাম্মদ (সা.)-কে তাঁর পরিবারের প্রতি বিশেষ যত্ন নিতে বলা হয়েছে।,"['bukhari_3751', 'bukhari_3713', 'muslim_6225', 'muslim_314', 'muslim_6228']",bukhari_5738,"['bukhari_5738', 'bukhari_7155', 'bukhari_7168', 'bukhari_4436', 'muslim_304', 'muslim_698', 'bukhari_6364', 'bukhari_3724', 'bukhari_4029', 'bukhari_4467']"
C0694,"আমি শুনেছি যে রমজানের রোজা যদি কেউ রাখতে না পারে, তবে সে শাবান মাসে তা পূরণ করতে পারবে। এটি রাসূলুল্লাহ (সা.) এর একটি নির্দেশ।","['muslim_2687', 'bukhari_1950', 'muslim_2721', 'muslim_6009', 'muslim_716']",muslim_6970,"['muslim_6970', 'muslim_471', 'muslim_6162', 'muslim_6429', 'muslim_6136', 'muslim_7440', 'muslim_5848', 'muslim_5796', 'muslim_575', 'muslim_208']"
C0697,নবী মুহাম্মদ (সা.)-এর চুল কান পর্যন্ত লম্বা ছিল।,"['muslim_6064', 'muslim_6069', 'muslim_6067', 'bukhari_5905', 'bukhari_3551']",muslim_3731,"['muslim_3731', 'muslim_1832', 'bukhari_3994', 'bukhari_2944', 'bukhari_241', 'bukhari_1073', 'muslim_2762', 'muslim_5274', 'muslim_5159', 'bukhari_6145']"
C0699,"আয়েশা বলেছেন, তার দুধের চাচা আফলাহ তার কাছে আসতে অনুমতি চেয়েছিলেন, কিন্তু তিনি তাকে বাধা দিয়েছিলেন। এরপর রাসূলুল্লাহ (সা.) বলেছেন, ""তুমি তার থেকে পর্দা করো না, কারণ দুধের সম্পর্কও বংশগত সম্পর্কের মতোই নিষিদ্ধ।""","['muslim_3579', 'muslim_3573', 'muslim_3571', 'bukhari_2645', 'muslim_3205']",muslim_495,"['muslim_495', 'muslim_3265', 'muslim_3834', 'muslim_6652', 'muslim_6531', 'muslim_5979', 'muslim_7442', 'muslim_5694', 'muslim_7188', 'muslim_3811']"
C0700,নবী মুহাম্মদ (সা.) একটি বাগানে প্রবেশ করেছিলেন এবং তাঁর সঙ্গে একজন ছোট ছেলে ছিল। তিনি সেখানে পানি দিয়ে নিজেকে পরিষ্কার করে বের হলেন।,"['muslim_619', 'muslim_6214', 'muslim_6210', 'muslim_306', 'muslim_7356']",muslim_3731,"['muslim_3731', 'muslim_1832', 'muslim_855', 'muslim_3895', 'muslim_5159', 'muslim_4860', 'muslim_6970', 'muslim_5274', 'muslim_6012', 'bukhari_3994']"
C0701,"আম্মা সেলমা বলেছেন, রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) যখন সালাম দেন, তখন নারীরা তাঁর সালাম শেষ হওয়ার পর উঠে যায় এবং তিনি কিছুক্ষণ সেখানে দাঁড়িয়ে থাকেন।","['bukhari_875', 'bukhari_837', 'bukhari_870', 'bukhari_849', 'bukhari_850']",bukhari_6505,"['bukhari_6505', 'bukhari_1162', 'bukhari_1073', 'muslim_764', 'bukhari_6056', 'muslim_575', 'bukhari_5984', 'bukhari_7259', 'bukhari_7258', 'bukhari_6145']"
C0703,"আমি শুনেছি যে, রাসূলুল্লাহ (সা.) বলেছেন, যারা অহংকারের কারণে তাদের কাপড়ের প্রান্ত টেনে ধরে রাখে, আল্লাহ তাদের দিকে কিয়ামতের দিন তাকাবেন না।","['bukhari_5788', 'muslim_5463', 'muslim_5459', 'bukhari_3665', 'muslim_5457']",muslim_6746,"['muslim_6746', 'muslim_1985', 'muslim_3834', 'muslim_3671', 'muslim_3811', 'muslim_495', 'muslim_3862', 'muslim_1279', 'muslim_5964', 'muslim_3265']"
C0705,"নবীজি বলেছেন, যে গৃহকর্মী আমাদের কাছে কাজ করে, তার খাবার ও পোশাকের ব্যবস্থা করতে হবে এবং তাকে শুধু সেই কাজ করতে হবে যা সে করতে পারে।","['muslim_4316', 'muslim_4324', 'muslim_5301', 'muslim_5262', 'bukhari_1987']",muslim_6746,"['muslim_6746', 'bukhari_3322', 'muslim_2822', 'muslim_3876', 'muslim_1985', 'muslim_4034', 'bukhari_288', 'bukhari_7040', 'muslim_5964', 'bukhari_2950']"
C0710,"নবীজি বলেছেন, যারা বিবাহের সামর্থ্য রাখে তাদের বিয়ে করা উচিত, আর যারা বিয়ে করতে পারছে না, তাদের রোজা রাখা উচিত। এটি তাদের জন্য একটি নিরাপত্তা।","['muslim_3400', 'muslim_3398', 'bukhari_5066', 'bukhari_1905', 'bukhari_5065']",bukhari_2290,"['bukhari_2290', 'muslim_933', 'muslim_2950', 'muslim_2140', 'bukhari_3155', 'bukhari_3221', 'muslim_4290', 'bukhari_6022', 'muslim_1545', 'muslim_1304']"
C0711,"আমি শুনেছি, রাসূলুল্লাহ (সা.) বলেছেন যে, যদি কোনো নারী স্বপ্নে পুরুষের মতো কিছু দেখে, তাহলে তার গোসল করা আবশ্যক। তিনি আরও বলেছেন, পুরুষের জল ঘন ও সাদা এবং নারীর জল পাতলা ও হলুদ। যে জল আগে বের হবে, শিশুর রঙ তেমনই হবে।","['muslim_710', 'muslim_711', 'muslim_709', 'muslim_715', 'muslim_716']",muslim_495,"['muslim_495', 'muslim_3514', 'muslim_2410', 'muslim_6970', 'muslim_4845', 'muslim_5848', 'muslim_471', 'bukhari_5257', 'muslim_575', 'muslim_7440']"
C0713,"রাসূলুল্লাহ (সা.) বলেছেন, প্রতিটি আরবি ঘোড়ার জন্য সকালে দুইবার ডাক দেওয়া হয়, যাতে আল্লাহ তাকে তার পরিবারের এবং সম্পদের প্রতি ভালোবাসা দান করেন।","['muslim_6129', 'muslim_5353', 'muslim_5703', 'muslim_6826', 'bukhari_6442']",muslim_495,"['muslim_495', 'muslim_6970', 'muslim_6531', 'muslim_471', 'muslim_2410', 'bukhari_6791', 'muslim_7440', 'muslim_208', 'bukhari_284', 'muslim_3514']"
C0714,"আল্লাহর রাসূল (সা.) বলেছেন, গরুর দুধের জন্য সাতটি এবং উটের জন্যও সাতটি অংশ নির্ধারণ করা হয়েছে।","['muslim_3190', 'muslim_3187', 'muslim_3185', 'muslim_3186', 'muslim_6358']",muslim_495,"['muslim_495', 'muslim_208', 'bukhari_6791', 'muslim_6531', 'muslim_2410', 'muslim_471', 'muslim_6970', 'muslim_7440', 'bukhari_5864', 'muslim_4203']"
